date,city,aqi,pm25,ozone,no2,co
2024-12-19,New York,71,14.3,0.052,0.042,0.4
2024-12-20,New York,65,11.8,0.046,0.03,0.57
2024-12-21,New York,50,8.9,0.028,0.022,0.43
2024-12-22,New York,63,14.2,0.062,0.019,0.33
2024-12-23,New York,55,5.9,0.05,0.019,0.34
2024-12-24,New York,95,12.2,0.07,0.05,0.67
2024-12-25,New York,86,17.0,0.05,0.027,0.5
2024-12-26,New York,68,15.9,0.062,0.021,0.43
2024-12-27,New York,86,23.3,0.057,0.056,0.86
2024-12-28,New York,88,21.0,0.046,0.047,0.83
2024-12-29,New York,81,11.4,0.078,0.037,0.45
2024-12-30,New York,76,21.0,0.042,0.035,0.38
2024-12-31,New York,81,20.9,0.08,0.047,0.74
2025-01-01,New York,87,24.5,0.08,0.054,0.59
2025-01-02,New York,77,14.3,0.053,0.032,0.47
2025-01-03,New York,83,19.2,0.075,0.028,0.45
2025-01-04,New York,96,21.6,0.073,0.037,0.95
2025-01-05,New York,82,13.7,0.07,0.031,0.55
2025-01-06,New York,85,21.1,0.07,0.034,0.54
2025-01-07,New York,71,18.9,0.051,0.049,0.51
2025-01-08,New York,87,21.0,0.066,0.051,0.81
2025-01-09,New York,93,15.4,0.087,0.033,0.56
2025-01-10,New York,77,15.5,0.06,0.032,0.48
2025-01-11,New York,90,15.1,0.079,0.057,0.59
2025-01-12,New York,90,24.8,0.084,0.032,0.87
2025-01-13,New York,66,19.2,0.061,0.024,0.58
2025-01-14,New York,85,11.8,0.047,0.028,0.67
2025-01-15,New York,85,10.9,0.052,0.036,0.82
2025-01-16,New York,74,20.5,0.037,0.026,0.42
2025-01-17,New York,93,23.0,0.078,0.055,0.54
2025-01-18,New York,75,12.4,0.04,0.029,0.72
2025-01-19,New York,83,22.0,0.078,0.058,0.49
2025-01-20,New York,93,11.2,0.048,0.039,0.74
2025-01-21,New York,104,21.1,0.065,0.066,0.73
2025-01-22,New York,72,18.7,0.068,0.041,0.45
2025-01-23,New York,86,12.0,0.07,0.034,0.67
2025-01-24,New York,93,21.5,0.07,0.046,0.89
2025-01-25,New York,106,18.9,0.094,0.055,0.74
2025-01-26,New York,102,28.7,0.101,0.071,0.54
2025-01-27,New York,80,12.9,0.072,0.051,0.45
2025-01-28,New York,83,17.6,0.083,0.034,0.7
2025-01-29,New York,103,20.1,0.068,0.068,0.66
2025-01-30,New York,87,16.3,0.053,0.052,0.7
2025-01-31,New York,90,17.2,0.087,0.034,0.84
2025-02-01,New York,91,11.4,0.074,0.038,0.5
2025-02-02,New York,97,11.6,0.052,0.041,0.91
2025-02-03,New York,97,28.4,0.077,0.058,0.57
2025-02-04,New York,87,25.1,0.048,0.036,0.8
2025-02-05,New York,70,8.5,0.048,0.04,0.38
2025-02-06,New York,92,21.3,0.081,0.058,0.9
2025-02-07,New York,87,12.8,0.053,0.036,0.5
2025-02-08,New York,95,21.0,0.055,0.036,0.61
2025-02-09,New York,95,26.2,0.093,0.061,0.84
2025-02-10,New York,82,14.5,0.069,0.028,0.53
2025-02-11,New York,85,9.0,0.083,0.033,0.5
2025-02-12,New York,79,12.2,0.074,0.032,0.7
2025-02-13,New York,98,25.9,0.054,0.048,0.87
2025-02-14,New York,101,28.0,0.092,0.048,0.9
2025-02-15,New York,86,16.1,0.08,0.058,0.7
2025-02-16,New York,62,16.6,0.033,0.027,0.56
2025-02-17,New York,85,8.5,0.058,0.026,0.78
2025-02-18,New York,102,20.3,0.099,0.036,0.58
2025-02-19,New York,80,17.6,0.076,0.032,0.75
2025-02-20,New York,98,28.9,0.059,0.032,0.8
2025-02-21,New York,94,18.7,0.091,0.062,0.91
2025-02-22,New York,90,17.0,0.053,0.048,0.54
2025-02-23,New York,88,23.8,0.078,0.044,0.86
2025-02-24,New York,110,18.5,0.055,0.067,0.82
2025-02-25,New York,93,18.2,0.056,0.038,0.82
2025-02-26,New York,96,21.6,0.05,0.05,0.89
2025-02-27,New York,94,26.3,0.053,0.035,0.89
2025-02-28,New York,95,19.3,0.056,0.041,0.89
2025-03-01,New York,105,19.7,0.088,0.062,0.85
2025-03-02,New York,98,20.8,0.058,0.059,0.65
2025-03-03,New York,100,17.8,0.079,0.039,0.79
2025-03-04,New York,81,18.0,0.066,0.044,0.57
2025-03-05,New York,98,16.6,0.09,0.052,0.8
2025-03-06,New York,104,14.1,0.077,0.051,0.8
2025-03-07,New York,84,15.2,0.042,0.055,0.7
2025-03-08,New York,95,13.4,0.078,0.033,0.8
2025-03-09,New York,112,11.4,0.102,0.045,0.6
2025-03-10,New York,100,17.0,0.098,0.043,0.52
2025-03-11,New York,79,12.3,0.04,0.05,0.43
2025-03-12,New York,103,25.2,0.079,0.07,0.97
2025-03-13,New York,99,18.4,0.051,0.055,0.86
2025-03-14,New York,81,19.4,0.043,0.044,0.48
2025-03-15,New York,113,16.7,0.111,0.067,0.72
2025-03-16,New York,99,16.7,0.059,0.037,0.89
2025-03-17,New York,87,23.3,0.049,0.036,0.75
2025-03-18,New York,104,22.9,0.091,0.034,0.85
2025-03-19,New York,87,13.8,0.048,0.049,0.76
2025-03-20,New York,103,22.7,0.094,0.044,0.53
2025-03-21,New York,113,11.8,0.064,0.07,0.84
2025-03-22,New York,99,24.7,0.089,0.061,0.77
2025-03-23,New York,85,8.7,0.076,0.028,0.72
2025-03-24,New York,124,15.6,0.116,0.041,1.03
2025-03-25,New York,94,20.4,0.068,0.05,0.54
2025-03-26,New York,96,21.6,0.086,0.038,0.78
2025-03-27,New York,101,27.1,0.092,0.035,0.72
2025-03-28,New York,97,24.4,0.051,0.062,0.73
2025-03-29,New York,106,15.6,0.106,0.067,0.95
2025-03-30,New York,117,12.3,0.059,0.046,0.6
2025-03-31,New York,98,18.4,0.086,0.037,0.62
2025-04-01,New York,99,27.8,0.056,0.065,0.52
2025-04-02,New York,102,19.1,0.09,0.063,1.0
2025-04-03,New York,106,21.5,0.064,0.063,0.99
2025-04-04,New York,99,20.8,0.09,0.062,0.67
2025-04-05,New York,109,19.4,0.061,0.042,0.9
2025-04-06,New York,90,21.8,0.087,0.03,0.56
2025-04-07,New York,85,15.8,0.055,0.032,0.57
2025-04-08,New York,107,14.5,0.059,0.048,0.61
2025-04-09,New York,100,13.6,0.081,0.032,0.57
2025-04-10,New York,85,18.2,0.071,0.057,0.46
2025-04-11,New York,89,19.6,0.07,0.047,0.8
2025-04-12,New York,96,17.7,0.065,0.033,0.67
2025-04-13,New York,89,22.9,0.069,0.062,0.68
2025-04-14,New York,106,21.8,0.103,0.042,0.68
2025-04-15,New York,110,27.0,0.094,0.044,0.97
2025-04-16,New York,100,12.3,0.075,0.032,0.58
2025-04-17,New York,96,21.3,0.069,0.063,0.77
2025-04-18,New York,96,16.4,0.063,0.048,0.66
2025-04-19,New York,95,27.2,0.093,0.059,0.49
2025-04-20,New York,87,15.7,0.057,0.038,0.73
2025-04-21,New York,99,18.0,0.073,0.036,0.5
2025-04-22,New York,90,13.9,0.082,0.039,0.75
2025-04-23,New York,86,23.3,0.061,0.051,0.64
2025-04-24,New York,99,16.5,0.099,0.03,0.73
2025-04-25,New York,101,29.7,0.086,0.063,0.85
2025-04-26,New York,90,21.4,0.089,0.061,0.67
2025-04-27,New York,107,28.4,0.104,0.043,1.0
2025-04-28,New York,113,22.7,0.061,0.063,0.99
2025-04-29,New York,101,23.4,0.074,0.055,0.7
2025-04-30,New York,88,23.3,0.084,0.042,0.84
2025-05-01,New York,101,11.7,0.083,0.055,0.53
2025-05-02,New York,93,14.3,0.09,0.054,0.69
2025-05-03,New York,79,11.0,0.072,0.027,0.61
2025-05-04,New York,86,18.0,0.053,0.042,0.48
2025-05-05,New York,103,12.5,0.09,0.07,0.62
2025-05-06,New York,100,10.7,0.067,0.049,0.98
2025-05-07,New York,75,9.6,0.04,0.031,0.65
2025-05-08,New York,113,15.0,0.09,0.047,0.87
2025-05-09,New York,84,22.3,0.048,0.058,0.78
2025-05-10,New York,76,17.9,0.053,0.027,0.66
2025-05-11,New York,104,11.4,0.085,0.061,0.65
2025-05-12,New York,89,25.7,0.066,0.043,0.68
2025-05-13,New York,103,17.6,0.077,0.068,0.85
2025-05-14,New York,102,24.0,0.059,0.035,0.61
2025-05-15,New York,78,21.2,0.075,0.038,0.63
2025-05-16,New York,106,28.9,0.093,0.062,0.77
2025-05-17,New York,94,11.7,0.078,0.053,0.72
2025-05-18,New York,99,25.0,0.086,0.052,0.57
2025-05-19,New York,109,19.1,0.058,0.053,0.84
2025-05-20,New York,86,15.5,0.08,0.038,0.74
2025-05-21,New York,99,29.4,0.09,0.053,0.53
2025-05-22,New York,88,17.7,0.062,0.06,0.81
2025-05-23,New York,90,16.0,0.082,0.05,0.59
2025-05-24,New York,81,20.1,0.042,0.05,0.42
2025-05-25,New York,82,8.7,0.056,0.054,0.52
2025-05-26,New York,91,15.1,0.068,0.032,0.59
2025-05-27,New York,79,21.9,0.079,0.052,0.58
2025-05-28,New York,99,20.2,0.075,0.035,0.88
2025-05-29,New York,73,15.0,0.067,0.044,0.43
2025-05-30,New York,95,23.1,0.061,0.029,0.55
2025-05-31,New York,67,18.9,0.037,0.039,0.4
2025-06-01,New York,99,10.1,0.055,0.035,0.66
2025-06-02,New York,93,13.7,0.079,0.045,0.72
2025-06-03,New York,93,23.3,0.056,0.062,0.54
2025-06-04,New York,84,13.0,0.055,0.057,0.68
2025-06-05,New York,81,22.7,0.081,0.037,0.45
2025-06-06,New York,88,25.2,0.062,0.029,0.84
2025-06-07,New York,84,13.4,0.061,0.029,0.64
2025-06-08,New York,96,23.3,0.058,0.046,0.84
2025-06-09,New York,86,14.4,0.051,0.044,0.75
2025-06-10,New York,93,9.5,0.058,0.041,0.88
2025-06-11,New York,88,12.8,0.055,0.055,0.68
2025-06-12,New York,90,26.0,0.045,0.027,0.74
2025-06-13,New York,73,14.1,0.058,0.031,0.38
2025-06-14,New York,87,21.0,0.067,0.028,0.83
2025-06-15,New York,79,12.7,0.077,0.04,0.49
2025-06-16,New York,63,16.6,0.058,0.042,0.37
2025-06-17,New York,73,12.2,0.058,0.048,0.52
2025-06-18,New York,79,13.4,0.045,0.055,0.5
2025-06-19,New York,87,15.5,0.085,0.048,0.48
2025-06-20,New York,88,17.4,0.046,0.038,0.53
2025-06-21,New York,84,16.4,0.081,0.042,0.84
2025-06-22,New York,94,13.8,0.05,0.051,0.75
2025-06-23,New York,84,17.2,0.082,0.042,0.56
2025-06-24,New York,69,12.4,0.051,0.035,0.38
2025-06-25,New York,94,27.7,0.053,0.055,0.69
2025-06-26,New York,87,15.6,0.046,0.029,0.51
2025-06-27,New York,81,9.2,0.042,0.028,0.7
2025-06-28,New York,80,8.8,0.047,0.039,0.61
2025-06-29,New York,76,19.1,0.052,0.029,0.61
2025-06-30,New York,94,12.0,0.067,0.047,0.54
2025-07-01,New York,87,9.7,0.062,0.047,0.71
2025-07-02,New York,68,18.3,0.048,0.037,0.35
2025-07-03,New York,71,10.2,0.062,0.049,0.52
2025-07-04,New York,75,19.3,0.072,0.042,0.5
2025-07-05,New York,72,14.2,0.057,0.042,0.62
2025-07-06,New York,69,14.4,0.06,0.026,0.43
2025-07-07,New York,66,9.5,0.06,0.04,0.59
2025-07-08,New York,67,15.1,0.048,0.047,0.38
2025-07-09,New York,71,17.1,0.045,0.031,0.44
2025-07-10,New York,69,18.6,0.062,0.028,0.35
2025-07-11,New York,95,24.8,0.08,0.042,0.9
2025-07-12,New York,68,17.5,0.065,0.021,0.41
2025-07-13,New York,69,17.1,0.062,0.043,0.4
2025-07-14,New York,68,15.4,0.064,0.034,0.34
2025-07-15,New York,80,21.2,0.055,0.036,0.56
2025-07-16,New York,85,22.6,0.063,0.059,0.63
2025-07-17,New York,73,17.9,0.049,0.026,0.38
2025-07-18,New York,80,14.6,0.072,0.039,0.46
2025-07-19,New York,79,13.7,0.07,0.036,0.61
2025-07-20,New York,81,14.1,0.081,0.036,0.74
2025-07-21,New York,83,22.4,0.045,0.048,0.81
2025-07-22,New York,82,19.5,0.081,0.033,0.55
2025-07-23,New York,67,13.0,0.045,0.034,0.59
2025-07-24,New York,82,10.8,0.051,0.031,0.7
2025-07-25,New York,71,7.2,0.058,0.037,0.65
2025-07-26,New York,84,17.4,0.07,0.039,0.58
2025-07-27,New York,76,13.8,0.051,0.053,0.5
2025-07-28,New York,67,19.9,0.042,0.023,0.65
2025-07-29,New York,65,8.2,0.059,0.022,0.58
2025-07-30,New York,58,9.0,0.051,0.037,0.37
2025-07-31,New York,61,9.3,0.041,0.023,0.41
2025-08-01,New York,55,6.1,0.033,0.03,0.46
2025-08-02,New York,73,11.7,0.067,0.024,0.37
2025-08-03,New York,75,22.2,0.043,0.044,0.69
2025-08-04,New York,44,11.0,0.037,0.023,0.42
2025-08-05,New York,65,17.2,0.062,0.034,0.56
2025-08-06,New York,69,13.6,0.038,0.032,0.49
2025-08-07,New York,69,19.5,0.052,0.031,0.4
2025-08-08,New York,72,18.2,0.046,0.022,0.4
2025-08-09,New York,72,14.5,0.067,0.03,0.51
2025-08-10,New York,55,13.9,0.051,0.038,0.3
2025-08-11,New York,50,13.5,0.045,0.022,0.36
2025-08-12,New York,68,13.7,0.036,0.047,0.48
2025-08-13,New York,64,9.9,0.061,0.029,0.49
2025-08-14,New York,61,7.9,0.058,0.028,0.37
2025-08-15,New York,55,13.6,0.04,0.034,0.42
2025-08-16,New York,62,9.6,0.034,0.025,0.49
2025-08-17,New York,65,11.8,0.05,0.028,0.34
2025-08-18,New York,54,9.6,0.029,0.017,0.51
2025-08-19,New York,76,8.8,0.042,0.025,0.69
2025-08-20,New York,49,7.4,0.038,0.02,0.26
2025-08-21,New York,61,18.3,0.042,0.024,0.46
2025-08-22,New York,78,13.4,0.061,0.028,0.64
2025-08-23,New York,60,7.2,0.047,0.022,0.39
2025-08-24,New York,65,16.0,0.065,0.035,0.6
2025-08-25,New York,81,24.1,0.077,0.027,0.65
2025-08-26,New York,64,11.4,0.061,0.026,0.35
2025-08-27,New York,68,7.5,0.056,0.041,0.35
2025-08-28,New York,64,12.2,0.053,0.028,0.42
2025-08-29,New York,54,13.2,0.03,0.026,0.34
2025-08-30,New York,49,12.0,0.043,0.028,0.36
2025-08-31,New York,67,12.4,0.042,0.03,0.55
2025-09-01,New York,65,14.5,0.035,0.038,0.37
2025-09-02,New York,71,17.5,0.071,0.046,0.45
2025-09-03,New York,70,10.7,0.07,0.048,0.48
2025-09-04,New York,63,7.4,0.051,0.037,0.51
2025-09-05,New York,61,17.7,0.035,0.041,0.43
2025-09-06,New York,41,11.6,0.037,0.023,0.36
2025-09-07,New York,57,6.1,0.042,0.021,0.52
2025-09-08,New York,76,17.1,0.045,0.034,0.46
2025-09-09,New York,57,9.7,0.03,0.039,0.47
2025-09-10,New York,61,6.4,0.058,0.031,0.37
2025-09-11,New York,78,14.1,0.064,0.049,0.73
2025-09-12,New York,59,11.8,0.041,0.031,0.38
2025-09-13,New York,62,16.3,0.062,0.037,0.54
2025-09-14,New York,76,10.0,0.06,0.027,0.43
2025-09-15,New York,51,13.1,0.032,0.032,0.36
2025-09-16,New York,55,10.4,0.046,0.032,0.32
2025-09-17,New York,42,10.7,0.028,0.02,0.35
2025-09-18,New York,52,11.3,0.033,0.016,0.28
2025-09-19,New York,50,14.8,0.044,0.03,0.38
2025-09-20,New York,59,7.5,0.034,0.03,0.57
2025-09-21,New York,49,8.5,0.034,0.02,0.44
2025-09-22,New York,70,15.3,0.064,0.046,0.42
2025-09-23,New York,58,12.3,0.051,0.028,0.43
2025-09-24,New York,71,11.3,0.051,0.03,0.7
2025-09-25,New York,55,12.3,0.037,0.037,0.32
2025-09-26,New York,72,20.2,0.061,0.036,0.6
2025-09-27,New York,56,12.5,0.039,0.03,0.31
2025-09-28,New York,42,4.7,0.03,0.019,0.27
2025-09-29,New York,51,9.2,0.034,0.023,0.5
2025-09-30,New York,56,9.7,0.043,0.026,0.52
2025-10-01,New York,56,12.1,0.03,0.023,0.56
2025-10-02,New York,71,13.9,0.059,0.041,0.37
2025-10-03,New York,57,15.6,0.05,0.027,0.39
2025-10-04,New York,46,9.9,0.033,0.022,0.39
2025-10-05,New York,74,14.5,0.043,0.05,0.47
2025-10-06,New York,50,10.9,0.048,0.025,0.36
2025-10-07,New York,53,14.4,0.036,0.034,0.43
2025-10-08,New York,57,9.6,0.054,0.022,0.34
2025-10-09,New York,72,16.9,0.056,0.032,0.53
2025-10-10,New York,69,20.7,0.054,0.027,0.4
2025-10-11,New York,59,14.9,0.048,0.033,0.57
2025-10-12,New York,68,7.7,0.044,0.033,0.39
2025-10-13,New York,72,8.9,0.058,0.05,0.46
2025-10-14,New York,59,8.5,0.038,0.021,0.45
2025-10-15,New York,72,15.0,0.037,0.042,0.72
2025-10-16,New York,81,21.6,0.072,0.052,0.73
2025-10-17,New York,64,14.0,0.06,0.026,0.51
2025-10-18,New York,56,12.5,0.043,0.037,0.39
2025-10-19,New York,49,11.3,0.027,0.027,0.42
2025-10-20,New York,63,17.3,0.049,0.03,0.4
2025-10-21,New York,46,8.0,0.042,0.014,0.25
2025-10-22,New York,60,8.2,0.035,0.039,0.47
2025-10-23,New York,54,15.3,0.029,0.032,0.51
2025-10-24,New York,58,16.1,0.049,0.02,0.44
2025-10-25,New York,65,17.9,0.042,0.037,0.48
2025-10-26,New York,50,14.6,0.041,0.017,0.42
2025-10-27,New York,54,14.4,0.051,0.037,0.41
2025-10-28,New York,51,11.1,0.029,0.036,0.26
2025-10-29,New York,57,13.6,0.046,0.028,0.55
2025-10-30,New York,70,12.9,0.045,0.041,0.64
2025-10-31,New York,68,14.6,0.035,0.026,0.38
2025-11-01,New York,58,13.6,0.047,0.02,0.55
2025-11-02,New York,79,19.3,0.075,0.041,0.71
2025-11-03,New York,72,10.3,0.043,0.03,0.38
2025-11-04,New York,71,7.9,0.048,0.04,0.51
2025-11-05,New York,70,13.9,0.054,0.039,0.43
2025-11-06,New York,71,13.1,0.044,0.032,0.49
2025-11-07,New York,67,8.0,0.054,0.037,0.34
2025-11-08,New York,78,15.8,0.042,0.038,0.75
2025-11-09,New York,65,8.9,0.056,0.03,0.36
2025-11-10,New York,50,7.0,0.033,0.025,0.29
2025-11-11,New York,57,15.6,0.041,0.036,0.45
2025-11-12,New York,52,9.4,0.043,0.023,0.43
2025-11-13,New York,76,15.5,0.072,0.023,0.49
2025-11-14,New York,71,18.3,0.043,0.035,0.56
2025-11-15,New York,45,12.5,0.031,0.02,0.23
2025-11-16,New York,62,8.7,0.05,0.04,0.33
2025-11-17,New York,67,14.3,0.055,0.047,0.59
2025-11-18,New York,68,10.2,0.035,0.045,0.67
2025-11-19,New York,62,12.0,0.045,0.03,0.48
2025-11-20,New York,47,8.4,0.026,0.028,0.25
2025-11-21,New York,74,8.6,0.051,0.03,0.39
2025-11-22,New York,55,11.6,0.042,0.023,0.49
2025-11-23,New York,60,8.7,0.055,0.026,0.52
2025-11-24,New York,84,10.4,0.08,0.026,0.74
2025-11-25,New York,60,17.8,0.045,0.039,0.51
2025-11-26,New York,70,13.7,0.038,0.044,0.62
2025-11-27,New York,56,15.2,0.031,0.022,0.36
2025-11-28,New York,54,13.7,0.05,0.026,0.37
2025-11-29,New York,72,17.4,0.04,0.024,0.4
2025-11-30,New York,85,15.6,0.068,0.058,0.6
2025-12-01,New York,71,7.9,0.039,0.048,0.44
2025-12-02,New York,66,7.5,0.06,0.031,0.65
2025-12-03,New York,69,12.6,0.062,0.04,0.59
2025-12-04,New York,69,18.0,0.066,0.026,0.59
2025-12-05,New York,47,13.5,0.027,0.014,0.35
2025-12-06,New York,67,10.5,0.038,0.042,0.43
2025-12-07,New York,81,17.8,0.07,0.026,0.61
2025-12-08,New York,60,14.4,0.039,0.025,0.38
2025-12-09,New York,70,17.4,0.039,0.025,0.39
2025-12-10,New York,83,24.6,0.043,0.055,0.48
2025-12-11,New York,68,7.8,0.066,0.039,0.67
2025-12-12,New York,69,14.7,0.037,0.03,0.44
2025-12-13,New York,70,19.7,0.069,0.032,0.68
2025-12-14,New York,108,17.1,0.092,0.063,0.65
2025-12-15,New York,72,21.2,0.037,0.043,0.52
2025-12-16,New York,83,23.1,0.043,0.057,0.43
2025-12-17,New York,79,19.4,0.048,0.046,0.67
2025-12-18,New York,84,15.5,0.049,0.036,0.74
2025-12-19,New York,80,17.7,0.068,0.046,0.7
2025-12-20,New York,83,10.7,0.042,0.04,0.78
2025-12-21,New York,47,7.4,0.034,0.025,0.28
2025-12-22,New York,49,10.3,0.029,0.034,0.44
2025-12-23,New York,93,9.4,0.084,0.05,0.69
2025-12-24,New York,62,15.7,0.041,0.019,0.55
2025-12-25,New York,87,19.4,0.08,0.031,0.51
2025-12-26,New York,82,17.6,0.064,0.026,0.76
2025-12-27,New York,79,13.5,0.049,0.041,0.51
2025-12-28,New York,72,14.2,0.057,0.044,0.72
2025-12-29,New York,67,15.4,0.038,0.021,0.6
2025-12-30,New York,81,22.2,0.053,0.036,0.72
2025-12-31,New York,73,9.9,0.037,0.05,0.67
2020-01-01,Los Angeles,91,10.3,0.07,0.03,0.67
2020-01-02,Los Angeles,80,17.6,0.058,0.042,0.77
2020-01-03,Los Angeles,70,7.4,0.061,0.03,0.45
2020-01-04,Los Angeles,51,15.1,0.042,0.029,0.39
2020-01-05,Los Angeles,78,17.4,0.049,0.054,0.49
2020-01-06,Los Angeles,74,12.6,0.042,0.049,0.61
2020-01-07,Los Angeles,78,23.1,0.065,0.04,0.63
2020-01-08,Los Angeles,76,8.9,0.072,0.024,0.64
2020-01-09,Los Angeles,78,22.9,0.043,0.047,0.63
2020-01-10,Los Angeles,74,18.6,0.041,0.044,0.48
2020-01-11,Los Angeles,71,11.4,0.055,0.033,0.55
2020-01-12,Los Angeles,72,17.7,0.049,0.032,0.53
2020-01-13,Los Angeles,86,13.2,0.069,0.051,0.76
2020-01-14,Los Angeles,64,11.3,0.056,0.029,0.45
2020-01-15,Los Angeles,61,12.5,0.059,0.038,0.54
2020-01-16,Los Angeles,76,8.7,0.069,0.049,0.59
2020-01-17,Los Angeles,85,9.2,0.049,0.032,0.6
2020-01-18,Los Angeles,71,15.8,0.05,0.045,0.64
2020-01-19,Los Angeles,63,7.9,0.038,0.04,0.57
2020-01-20,Los Angeles,80,15.0,0.065,0.047,0.42
2020-01-21,Los Angeles,94,26.4,0.069,0.053,0.82
2020-01-22,Los Angeles,90,15.5,0.089,0.046,0.8
2020-01-23,Los Angeles,88,15.9,0.075,0.036,0.61
2020-01-24,Los Angeles,89,14.1,0.068,0.059,0.79
2020-01-25,Los Angeles,96,25.4,0.066,0.065,0.56
2020-01-26,Los Angeles,69,19.1,0.054,0.04,0.66
2020-01-27,Los Angeles,92,23.9,0.061,0.043,0.85
2020-01-28,Los Angeles,95,12.0,0.072,0.044,0.59
2020-01-29,Los Angeles,91,20.0,0.061,0.062,0.88
2020-01-30,Los Angeles,86,16.6,0.067,0.042,0.74
2020-01-31,Los Angeles,90,13.9,0.057,0.03,0.8
2020-02-01,Los Angeles,102,12.7,0.101,0.055,0.87
2020-02-02,Los Angeles,74,13.0,0.061,0.045,0.4
2020-02-03,Los Angeles,74,13.9,0.049,0.031,0.64
2020-02-04,Los Angeles,75,11.4,0.043,0.036,0.71
2020-02-05,Los Angeles,84,16.3,0.049,0.036,0.75
2020-02-06,Los Angeles,84,9.2,0.058,0.04,0.59
2020-02-07,Los Angeles,77,8.4,0.068,0.026,0.64
2020-02-08,Los Angeles,94,18.3,0.091,0.029,0.81
2020-02-09,Los Angeles,99,20.6,0.064,0.055,0.78
2020-02-10,Los Angeles,95,16.5,0.094,0.031,0.51
2020-02-11,Los Angeles,84,16.2,0.058,0.033,0.79
2020-02-12,Los Angeles,86,12.6,0.056,0.05,0.71
2020-02-13,Los Angeles,81,22.5,0.065,0.039,0.56
2020-02-14,Los Angeles,85,21.4,0.074,0.038,0.78
2020-02-15,Los Angeles,95,14.8,0.054,0.066,0.65
2020-02-16,Los Angeles,80,14.8,0.078,0.048,0.67
2020-02-17,Los Angeles,83,9.5,0.056,0.056,0.44
2020-02-18,Los Angeles,99,22.3,0.086,0.054,0.53
2020-02-19,Los Angeles,83,16.0,0.075,0.033,0.51
2020-02-20,Los Angeles,82,18.7,0.05,0.025,0.72
2020-02-21,Los Angeles,83,12.5,0.072,0.036,0.62
2020-02-22,Los Angeles,93,15.6,0.072,0.041,0.72
2020-02-23,Los Angeles,90,23.1,0.076,0.03,0.62
2020-02-24,Los Angeles,117,14.8,0.112,0.043,1.04
2020-02-25,Los Angeles,76,11.9,0.061,0.048,0.45
2020-02-26,Los Angeles,87,15.8,0.049,0.047,0.76
2020-02-27,Los Angeles,79,15.2,0.041,0.034,0.72
2020-02-28,Los Angeles,68,15.5,0.054,0.042,0.67
2020-02-29,Los Angeles,84,13.0,0.06,0.046,0.78
2020-03-01,Los Angeles,98,17.4,0.09,0.068,0.91
2020-03-02,Los Angeles,96,20.6,0.064,0.057,0.7
2020-03-03,Los Angeles,99,12.1,0.06,0.067,0.73
2020-03-04,Los Angeles,104,28.3,0.078,0.055,0.55
2020-03-05,Los Angeles,77,16.6,0.061,0.044,0.6
2020-03-06,Los Angeles,102,29.3,0.072,0.049,0.71
2020-03-07,Los Angeles,97,13.0,0.064,0.056,0.79
2020-03-08,Los Angeles,98,23.3,0.068,0.041,0.87
2020-03-09,Los Angeles,80,12.5,0.073,0.037,0.58
2020-03-10,Los Angeles,80,21.0,0.071,0.04,0.64
2020-03-11,Los Angeles,91,22.8,0.083,0.062,0.58
2020-03-12,Los Angeles,87,14.7,0.051,0.026,0.65
2020-03-13,Los Angeles,79,16.4,0.057,0.043,0.45
2020-03-14,Los Angeles,93,16.9,0.056,0.063,0.71
2020-03-15,Los Angeles,93,21.2,0.055,0.032,0.49
2020-03-16,Los Angeles,90,10.6,0.064,0.028,0.74
2020-03-17,Los Angeles,104,26.7,0.078,0.035,0.97
2020-03-18,Los Angeles,94,27.2,0.077,0.065,0.75
2020-03-19,Los Angeles,107,25.7,0.106,0.047,0.65
2020-03-20,Los Angeles,92,26.7,0.073,0.033,0.86
2020-03-21,Los Angeles,99,21.1,0.083,0.036,0.93
2020-03-22,Los Angeles,93,18.1,0.064,0.04,0.8
2020-03-23,Los Angeles,91,19.4,0.053,0.032,0.52
2020-03-24,Los Angeles,82,19.9,0.077,0.055,0.47
2020-03-25,Los Angeles,100,15.4,0.095,0.038,0.64
2020-03-26,Los Angeles,94,24.9,0.077,0.039,0.69
2020-03-27,Los Angeles,100,16.9,0.068,0.048,0.82
2020-03-28,Los Angeles,76,11.2,0.055,0.032,0.67
2020-03-29,Los Angeles,97,15.1,0.092,0.047,0.53
2020-03-30,Los Angeles,69,11.9,0.038,0.043,0.41
2020-03-31,Los Angeles,100,25.4,0.051,0.035,0.7
2020-04-01,Los Angeles,97,28.6,0.077,0.066,0.76
2020-04-02,Los Angeles,97,21.7,0.053,0.043,0.52
2020-04-03,Los Angeles,99,25.8,0.083,0.051,0.53
2020-04-04,Los Angeles,81,24.1,0.053,0.045,0.76
2020-04-05,Los Angeles,77,8.7,0.068,0.051,0.77
2020-04-06,Los Angeles,99,29.5,0.088,0.064,0.84
2020-04-07,Los Angeles,93,11.3,0.09,0.036,0.93
2020-04-08,Los Angeles,92,26.3,0.092,0.052,0.51
2020-04-09,Los Angeles,95,27.1,0.078,0.052,0.51
2020-04-10,Los Angeles,99,29.3,0.059,0.049,0.62
2020-04-11,Los Angeles,84,8.4,0.06,0.051,0.46
2020-04-12,Los Angeles,92,16.0,0.051,0.049,0.55
2020-04-13,Los Angeles,99,13.0,0.084,0.04,0.91
2020-04-14,Los Angeles,93,15.4,0.06,0.045,0.76
2020-04-15,Los Angeles,80,21.0,0.078,0.053,0.71
